return_id,order_id,order_item_id,sku_id,customer_id,return_reason,return_note,return_date,return_status,refund_amount,return_shipping_cost,condition_received
RET0000795,ORD0001942,OI0004184,SKU00156,CUST00636,Not as described,Photos show a warm honey tone but it's very orange-yellow.,2024-08-20 05:54:40.000000,Processing,407.75,17.97,Unused
RET0000796,ORD0001942,OI0004185,SKU00390,CUST00636,Too dark,In evening lighting it's almost black.,2024-08-14 05:54:40.000000,Refunded,48.08,21.78,Used
RET0000797,ORD0001943,OI0004186,SKU00052,CUST00636,Quality didn't meet expectations,Construction feels flimsy and unstable.,2024-08-25 10:56:19.000000,Refunded,220.85,22.27,Unused
RET0000798,ORD0001947,OI0004192,SKU00205,CUST00637,Not as described,Photos show a warm honey tone but it's very orange-yellow.,2025-12-17 08:44:11.000000,Inspected,227.72,28.87,Used
RET0000799,ORD0001951,OI0004201,SKU00114,CUST00639,Not as described,Brass accents are actually painted plastic.,2024-08-22 00:18:18.000000,Processing,16.67,24.77,Unused
RET0000800,ORD0001953,OI0004206,SKU00224,CUST00639,Defective,Light socket is faulty - bulb flickers.,2025-03-25 09:15:18.000000,Received,740.74,23.55,Unused
RET0000801,ORD0001954,OI0004208,SKU00350,CUST00640,Too light,Finish is practically white-washed.,2024-05-21 08:55:02.000000,Processing,168.11,15.93,Unused
RET0000802,ORD0001955,OI0004209,SKU00117,CUST00640,Too light,Wood tone is much lighter than the rich warm color shown.,2025-03-15 13:23:27.000000,Refunded,261.81,16.6,Unused
RET0000803,ORD0001959,OI0004215,SKU00307,CUST00640,Defective,Pre-drilled holes don't line up with hardware.,2024-11-03 22:18:54.000000,Refunded,628.16,20.39,Unused
RET0000804,ORD0001963,OI0004224,SKU00305,CUST00642,Quality didn't meet expectations,Drawer slides are already sticking after two weeks.,2025-12-02 20:01:09.000000,Processing,138.57,11.27,Unused
RET0000805,ORD0001965,OI0004228,SKU00178,CUST00644,Too light,Pale compared to the product photography.,2025-12-25 05:31:44.000000,Received,280.53,29.64,Unused
RET0000806,ORD0001967,OI0004235,SKU00381,CUST00644,Defective,Pre-drilled holes don't line up with hardware.,2024-10-29 04:33:44.000000,Inspected,135.31,10.18,Used
RET0000807,ORD0001967,OI0004236,SKU00139,CUST00644,Not as described,Description said solid wood but this is veneer over particle board.,2024-11-03 04:33:44.000000,Refunded,194.19,20.28,Used
RET0000808,ORD0001972,OI0004247,SKU00315,CUST00646,Difficult assembly,Holes for cam locks were drilled too shallow.,2026-01-04 16:09:08.000000,Refunded,101.69,15.62,Used
RET0000809,ORD0001975,OI0004252,SKU00384,CUST00646,Quality didn't meet expectations,Drawer slides are already sticking after two weeks.,2026-02-11 02:04:24.000000,Inspected,88.0,20.16,Unused
RET0000810,ORD0001976,OI0004257,SKU00303,CUST00647,Difficult assembly,Pieces were labeled wrong - had to reassemble multiple times.,2024-10-05 03:09:18.000000,Refunded,272.49,14.65,Used
RET0000811,ORD0001984,OI0004274,SKU00193,CUST00650,Too light,Wood tone is much lighter than the rich warm color shown.,2025-12-14 19:42:53.000000,Refunded,88.08,21.31,Used
RET0000812,ORD0001989,OI0004283,SKU00084,CUST00652,Quality didn't meet expectations,"For this price, I expected much better materials.",2024-08-18 07:24:52.000000,Refunded,552.02,18.9,Used
RET0000813,ORD0001991,OI0004288,SKU00030,CUST00653,Too light,Finish is practically white-washed.,2024-09-20 13:04:00.000000,Refunded,130.39,20.58,Unused
RET0000814,ORD0001992,OI0004290,SKU00169,CUST00653,Too dark,Much more moody and dark in person.,2025-12-28 18:59:09.000000,Refunded,101.08,13.57,Unused
RET0000815,ORD0001992,OI0004291,SKU00091,CUST00653,Too dark,Much more moody and dark in person.,2025-12-30 18:59:09.000000,Inspected,121.4,29.1,Unused
RET0000816,ORD0001993,OI0004293,SKU00257,CUST00653,Color mismatch,Beige is much more yellow-toned than the photos.,2025-08-14 02:10:30.000000,Refunded,243.09,24.33,Unused
RET0000817,ORD0001994,OI0004296,SKU00335,CUST00653,Too dark,This piece absorbs what little light there is. Makes the corner feel like a cave.,2024-08-24 22:22:01.000000,Refunded,280.89,9.53,Unused
RET0000818,ORD0001995,OI0004298,SKU00037,CUST00654,Damaged upon arrival,Glass component was shattered inside the box.,2026-03-02 12:22:00.000000,Received,254.31,19.4,Damaged
RET0000819,ORD0001996,OI0004303,SKU00283,CUST00654,Too light,Piece almost disappears because it's so light.,2024-11-17 14:49:44.000000,Received,66.5,25.13,Unused
RET0000820,ORD0001997,OI0004304,SKU00237,CUST00655,Not as described,Photos show a warm honey tone but it's very orange-yellow.,2024-05-30 23:08:00.000000,Received,380.45,19.44,Used
RET0000821,ORD0001998,OI0004309,SKU00381,CUST00655,Quality didn't meet expectations,Construction feels flimsy and unstable.,2025-09-14 10:52:29.000000,Refunded,131.44,24.17,Used
RET0000822,ORD0001999,OI0004310,SKU00060,CUST00655,Not as described,Measurements online are wrong - about 3 inches narrower.,2025-04-29 17:17:25.000000,Inspected,222.7,9.29,Unused
RET0000823,ORD0001999,OI0004311,SKU00379,CUST00655,Damaged upon arrival,Huge scratch across the top surface. Looks like it was dragged.,2025-05-17 17:17:25.000000,Inspected,1548.42,26.46,Damaged
RET0000824,ORD0002000,OI0004312,SKU00116,CUST00655,Color mismatch,The navy I received is practically black.,2026-03-02 09:09:08.000000,Refunded,237.21,10.81,Unused
RET0000825,ORD0002000,OI0004313,SKU00040,CUST00655,Defective,Pre-drilled holes don't line up with hardware.,2026-03-04 09:09:08.000000,Inspected,175.69,25.56,Used
RET0000826,ORD0002001,OI0004316,SKU00289,CUST00656,Not as described,Brass accents are actually painted plastic.,2025-02-06 18:19:35.000000,Inspected,112.84,28.62,Used
RET0000827,ORD0002003,OI0004320,SKU00274,CUST00656,Too light,Finish is practically white-washed.,2026-03-31 21:57:12.798470,Refunded,101.23,18.59,Unused
RET0000828,ORD0002006,OI0004323,SKU00149,CUST00658,Damaged upon arrival,The box arrived crushed and the corner was cracked.,2026-02-16 11:00:22.000000,Refunded,34.95,24.28,Damaged
RET0000829,ORD0002008,OI0004328,SKU00055,CUST00658,Not as described,Brass accents are actually painted plastic.,2026-02-17 13:18:59.000000,Inspected,404.02,16.11,Used
RET0000830,ORD0002008,OI0004330,SKU00230,CUST00658,Difficult assembly,Holes for cam locks were drilled too shallow.,2026-02-24 13:18:59.000000,Processing,43.37,28.62,Used
RET0000831,ORD0002015,OI0004343,SKU00136,CUST00661,Defective,One leg is shorter so the table wobbles.,2025-03-31 10:20:55.000000,Processing,26.4,25.72,Used
RET0000832,ORD0002017,OI0004347,SKU00072,CUST00662,Damaged upon arrival,Huge scratch across the top surface. Looks like it was dragged.,2025-06-06 04:01:12.000000,Refunded,120.7,8.52,Damaged
RET0000833,ORD0002024,OI0004359,SKU00307,CUST00663,Quality didn't meet expectations,Drawer slides are already sticking after two weeks.,2026-01-25 18:53:00.000000,Inspected,619.14,22.5,Unused
RET0000834,ORD0002025,OI0004360,SKU00345,CUST00663,Defective,Pre-drilled holes don't line up with hardware.,2025-04-15 20:03:59.000000,Received,186.18,14.73,Unused
RET0000835,ORD0002026,OI0004362,SKU00038,CUST00664,Quality didn't meet expectations,Construction feels flimsy and unstable.,2026-03-07 13:07:32.000000,Inspected,62.66,14.21,Used
RET0000836,ORD0002031,OI0004369,SKU00134,CUST00666,Not as described,Brass accents are actually painted plastic.,2024-06-20 19:12:42.000000,Processing,168.69,20.97,Used
RET0000837,ORD0002032,OI0004371,SKU00235,CUST00666,Color mismatch,The navy I received is practically black.,2025-02-18 08:52:08.000000,Inspected,1087.29,23.74,Used
RET0000838,ORD0002038,OI0004380,SKU00396,CUST00667,Difficult assembly,Need three hands to hold pieces while screwing.,2025-02-11 15:18:36.000000,Inspected,53.75,9.09,Used
RET0000839,ORD0002039,OI0004382,SKU00296,CUST00667,Too dark,Much more moody and dark in person.,2024-10-16 20:08:14.000000,Inspected,263.42,17.05,Used
RET0000840,ORD0002042,OI0004391,SKU00296,CUST00667,Quality didn't meet expectations,Construction feels flimsy and unstable.,2026-04-07 10:17:02.000000,Inspected,263.95,25.07,Used
RET0000841,ORD0002043,OI0004393,SKU00133,CUST00667,Too dark,Much more moody and dark in person.,2024-07-09 09:28:28.000000,Refunded,268.22,19.62,Used
RET0000842,ORD0002043,OI0004395,SKU00328,CUST00667,Defective,Drawer doesn't close flush - frame is warped.,2024-07-22 09:28:28.000000,Inspected,171.02,22.29,Unused
RET0000843,ORD0002050,OI0004409,SKU00310,CUST00669,Defective,Pre-drilled holes don't line up with hardware.,2024-08-04 07:28:25.000000,Inspected,960.46,19.89,Used
RET0000844,ORD0002052,OI0004414,SKU00091,CUST00669,Difficult assembly,Pieces were labeled wrong - had to reassemble multiple times.,2024-12-01 06:15:03.000000,Inspected,121.18,16.77,Unused
RET0000845,ORD0002057,OI0004421,SKU00220,CUST00674,Damaged upon arrival,One of the legs is bent and won't attach properly.,2026-02-13 23:27:13.000000,Processing,357.76,28.99,Damaged
RET0000846,ORD0002060,OI0004426,SKU00353,CUST00675,Defective,Pre-drilled holes don't line up with hardware.,2025-10-19 10:34:44.000000,Refunded,179.47,28.35,Unused
RET0000847,ORD0002060,OI0004427,SKU00185,CUST00675,Defective,Pre-drilled holes don't line up with hardware.,2025-10-24 10:34:44.000000,Inspected,129.35,24.81,Used
RET0000848,ORD0002062,OI0004432,SKU00222,CUST00676,Difficult assembly,Pieces were labeled wrong - had to reassemble multiple times.,2025-04-01 20:58:08.000000,Refunded,136.74,13.31,Used
RET0000849,ORD0002063,OI0004433,SKU00188,CUST00676,Color mismatch,Color variation is significant from the photos.,2025-08-15 09:21:15.000000,Refunded,82.86,22.35,Unused
RET0000850,ORD0002066,OI0004437,SKU00211,CUST00677,Color mismatch,White is actually off-white/cream.,2024-06-30 23:18:24.000000,Inspected,409.69,15.69,Used
RET0000851,ORD0002069,OI0004445,SKU00311,CUST00678,Not as described,Description said solid wood but this is veneer over particle board.,2024-10-10 22:31:37.000000,Processing,67.66,12.25,Used
RET0000852,ORD0002071,OI0004450,SKU00347,CUST00679,Too light,Finish is practically white-washed.,2024-08-25 13:40:44.000000,Refunded,508.41,13.33,Used
RET0000853,ORD0002071,OI0004452,SKU00412,CUST00679,Color mismatch,Color variation is significant from the photos.,2024-08-17 13:40:44.000000,Processing,510.73,27.03,Used
RET0000854,ORD0002073,OI0004459,SKU00124,CUST00679,Quality didn't meet expectations,Construction feels flimsy and unstable.,2025-11-11 07:04:13.000000,Refunded,130.97,27.39,Unused
RET0000855,ORD0002073,OI0004460,SKU00020,CUST00679,Too light,Finish is practically white-washed.,2025-11-22 07:04:13.000000,Refunded,39.55,23.23,Unused
RET0000856,ORD0002076,OI0004470,SKU00015,CUST00680,Too dark,In evening lighting it's almost black.,2025-03-30 04:28:19.000000,Processing,25.6,10.91,Unused
RET0000857,ORD0002077,OI0004471,SKU00102,CUST00680,Defective,Pre-drilled holes don't line up with hardware.,2024-07-26 19:06:16.000000,Inspected,54.96,10.63,Unused
RET0000858,ORD0002077,OI0004473,SKU00279,CUST00680,Defective,Light socket is faulty - bulb flickers.,2024-08-03 19:06:16.000000,Processing,162.9,22.09,Used
RET0000859,ORD0002079,OI0004477,SKU00208,CUST00680,Too dark,Finish is at least two shades darker than shown.,2024-11-28 05:02:02.000000,Refunded,272.6,19.47,Unused
RET0000860,ORD0002085,OI0004486,SKU00188,CUST00683,Not as described,Photos show a warm honey tone but it's very orange-yellow.,2025-03-21 12:32:48.000000,Inspected,90.61,16.73,Unused
RET0000861,ORD0002086,OI0004487,SKU00323,CUST00683,Too dark,In evening lighting it's almost black.,2025-09-13 17:21:17.000000,Inspected,98.0,19.94,Unused
RET0000862,ORD0002090,OI0004500,SKU00241,CUST00684,Damaged upon arrival,Paint is chipped off in several places.,2024-06-15 05:14:29.000000,Received,73.5,22.0,Damaged
RET0000863,ORD0002098,OI0004509,SKU00136,CUST00686,Defective,Pre-drilled holes don't line up with hardware.,2025-09-02 06:55:31.000000,Refunded,47.52,26.49,Unused
RET0000864,ORD0002099,OI0004513,SKU00366,CUST00686,Quality didn't meet expectations,Cushions losing shape after just a month.,2025-06-13 17:43:52.000000,Refunded,153.48,23.62,Used
RET0000865,ORD0002103,OI0004523,SKU00273,CUST00687,Defective,Light socket is faulty - bulb flickers.,2024-08-11 22:53:51.000000,Refunded,225.95,14.6,Used
RET0000866,ORD0002107,OI0004531,SKU00071,CUST00687,Too light,Piece almost disappears because it's so light.,2025-08-22 23:18:45.000000,Refunded,90.98,9.53,Used
RET0000867,ORD0002107,OI0004532,SKU00318,CUST00687,Defective,Drawer doesn't close flush - frame is warped.,2025-08-13 23:18:45.000000,Refunded,78.58,23.28,Used
RET0000868,ORD0002108,OI0004535,SKU00367,CUST00688,Color mismatch,White is actually off-white/cream.,2025-01-30 11:23:56.000000,Refunded,137.52,9.24,Unused
RET0000869,ORD0002110,OI0004542,SKU00256,CUST00690,Quality didn't meet expectations,Construction feels flimsy and unstable.,2025-07-20 16:22:26.000000,Refunded,163.26,25.99,Unused
RET0000870,ORD0002113,OI0004550,SKU00062,CUST00691,Color mismatch,The navy I received is practically black.,2025-09-25 11:12:36.000000,Refunded,161.74,28.19,Unused
RET0000871,ORD0002116,OI0004555,SKU00182,CUST00692,Not as described,Shown with decorative pillows that weren't included.,2025-06-22 00:53:26.000000,Refunded,103.1,15.84,Unused
RET0000872,ORD0002118,OI0004560,SKU00152,CUST00692,Defective,One leg is shorter so the table wobbles.,2024-06-24 00:03:55.000000,Refunded,264.93,12.62,Unused
RET0000873,ORD0002118,OI0004561,SKU00074,CUST00692,Not as described,Brass accents are actually painted plastic.,2024-06-24 00:03:55.000000,Inspected,270.02,27.6,Used
RET0000874,ORD0002124,OI0004573,SKU00216,CUST00693,Too dark,Finish is at least two shades darker than shown.,2025-06-27 20:34:21.000000,Processing,35.51,19.22,Used
RET0000875,ORD0002129,OI0004584,SKU00322,CUST00695,Defective,One leg is shorter so the table wobbles.,2024-05-29 05:58:18.000000,Refunded,335.74,10.42,Unused
RET0000876,ORD0002130,OI0004586,SKU00107,CUST00695,Quality didn't meet expectations,Construction feels flimsy and unstable.,2025-09-01 04:11:37.000000,Processing,170.55,14.2,Used
RET0000877,ORD0002131,OI0004589,SKU00287,CUST00695,Quality didn't meet expectations,Stitching on the upholstery is uneven and coming loose.,2025-02-27 22:25:18.000000,Refunded,114.25,25.43,Used
RET0000878,ORD0002136,OI0004600,SKU00355,CUST00696,Too dark,Much more moody and dark in person.,2025-01-22 19:08:37.000000,Refunded,31.18,25.6,Used
RET0000879,ORD0002140,OI0004608,SKU00375,CUST00699,Too dark,This piece absorbs what little light there is. Makes the corner feel like a cave.,2024-11-07 17:20:39.000000,Refunded,456.34,25.88,Used
RET0000880,ORD0002140,OI0004609,SKU00188,CUST00699,Defective,Light socket is faulty - bulb flickers.,2024-11-06 17:20:39.000000,Received,96.73,25.88,Unused
RET0000881,ORD0002148,OI0004623,SKU00339,CUST00700,Not as described,Photos show a warm honey tone but it's very orange-yellow.,2025-12-06 03:56:56.000000,Refunded,25.63,24.75,Used
RET0000882,ORD0002155,OI0004638,SKU00207,CUST00703,Damaged upon arrival,Huge scratch across the top surface. Looks like it was dragged.,2026-01-25 07:20:08.000000,Received,313.0,12.21,Damaged
RET0000883,ORD0002157,OI0004642,SKU00045,CUST00703,Color mismatch,The navy I received is practically black.,2024-09-05 10:19:45.000000,Refunded,68.23,9.6,Used
RET0000884,ORD0002159,OI0004645,SKU00026,CUST00704,Not as described,Description said solid wood but this is veneer over particle board.,2025-12-19 14:42:07.000000,Inspected,232.84,20.51,Used
RET0000885,ORD0002162,OI0004650,SKU00298,CUST00705,Not as described,Description said solid wood but this is veneer over particle board.,2025-11-02 13:25:35.000000,Inspected,80.94,25.41,Unused
RET0000886,ORD0002163,OI0004653,SKU00403,CUST00705,Color mismatch,Color variation is significant from the photos.,2025-05-03 02:53:56.000000,Processing,136.4,11.14,Unused
RET0000887,ORD0002166,OI0004662,SKU00412,CUST00707,Difficult assembly,Pieces were labeled wrong - had to reassemble multiple times.,2026-01-24 17:50:40.000000,Refunded,942.41,23.7,Used
RET0000888,ORD0002166,OI0004664,SKU00052,CUST00707,Difficult assembly,Need three hands to hold pieces while screwing.,2026-01-09 17:50:40.000000,Refunded,231.58,9.02,Unused
RET0000889,ORD0002168,OI0004669,SKU00040,CUST00707,Too dark,This piece absorbs what little light there is. Makes the corner feel like a cave.,2024-06-14 10:42:38.000000,Refunded,150.57,17.8,Used
RET0000890,ORD0002170,OI0004673,SKU00034,CUST00708,Difficult assembly,Instructions were just bad diagrams with no text.,2025-12-24 07:40:08.000000,Refunded,203.5,15.56,Used
RET0000891,ORD0002171,OI0004675,SKU00138,CUST00709,Not as described,Description said solid wood but this is veneer over particle board.,2025-04-20 22:11:49.000000,Refunded,186.15,15.63,Unused
RET0000892,ORD0002172,OI0004678,SKU00213,CUST00709,Damaged upon arrival,Glass component was shattered inside the box.,2024-06-07 03:51:33.000000,Refunded,291.07,10.78,Damaged
RET0000893,ORD0002173,OI0004680,SKU00313,CUST00709,Quality didn't meet expectations,Drawer slides are already sticking after two weeks.,2024-12-18 08:35:50.000000,Received,20.98,26.96,Unused
RET0000894,ORD0002175,OI0004683,SKU00332,CUST00709,Quality didn't meet expectations,Stitching on the upholstery is uneven and coming loose.,2024-05-27 11:02:22.000000,Received,91.47,18.68,Used
RET0000895,ORD0002176,OI0004687,SKU00113,CUST00710,Color mismatch,Beige is much more yellow-toned than the photos.,2025-12-22 21:46:33.000000,Inspected,23.98,21.95,Used
RET0000896,ORD0002178,OI0004693,SKU00004,CUST00710,Not as described,Photos show a warm honey tone but it's very orange-yellow.,2026-03-24 10:45:39.000000,Refunded,141.2,8.28,Used
RET0000897,ORD0002180,OI0004699,SKU00098,CUST00711,Color mismatch,Beige is much more yellow-toned than the photos.,2025-01-03 13:33:49.000000,Inspected,39.35,14.12,Unused
RET0000898,ORD0002185,OI0004711,SKU00283,CUST00711,Defective,Pre-drilled holes don't line up with hardware.,2026-01-30 18:42:08.000000,Refunded,156.4,8.31,Unused
RET0000899,ORD0002188,OI0004717,SKU00387,CUST00711,Quality didn't meet expectations,Stitching on the upholstery is uneven and coming loose.,2024-11-15 04:32:32.000000,Refunded,93.64,17.56,Used
RET0000900,ORD0002189,OI0004720,SKU00260,CUST00711,Quality didn't meet expectations,Stitching on the upholstery is uneven and coming loose.,2024-06-04 21:05:31.000000,Refunded,155.07,16.06,Unused
RET0000901,ORD0002193,OI0004729,SKU00116,CUST00714,Quality didn't meet expectations,Construction feels flimsy and unstable.,2024-12-02 15:55:30.000000,Received,177.07,29.93,Used
RET0000902,ORD0002194,OI0004730,SKU00356,CUST00714,Too light,Piece almost disappears because it's so light.,2025-01-19 16:54:44.000000,Refunded,533.61,15.84,Used
RET0000903,ORD0002196,OI0004735,SKU00407,CUST00715,Too light,Wood tone is much lighter than the rich warm color shown.,2025-12-20 22:22:23.000000,Refunded,768.72,26.51,Used
RET0000904,ORD0002197,OI0004739,SKU00103,CUST00715,Quality didn't meet expectations,Stitching on the upholstery is uneven and coming loose.,2024-06-05 13:33:47.000000,Processing,73.3,16.69,Used
RET0000905,ORD0002199,OI0004744,SKU00406,CUST00715,Defective,Light socket is faulty - bulb flickers.,2025-09-18 18:09:00.000000,Inspected,240.94,24.39,Used
RET0000906,ORD0002202,OI0004752,SKU00204,CUST00716,Defective,One leg is shorter so the table wobbles.,2024-07-31 02:48:49.000000,Refunded,119.18,16.99,Unused
RET0000907,ORD0002203,OI0004755,SKU00100,CUST00716,Defective,Drawer doesn't close flush - frame is warped.,2026-01-17 07:15:14.000000,Refunded,95.53,20.25,Used
RET0000908,ORD0002204,OI0004758,SKU00087,CUST00716,Quality didn't meet expectations,Construction feels flimsy and unstable.,2025-01-28 06:48:21.000000,Processing,176.15,9.78,Used
RET0000909,ORD0002207,OI0004768,SKU00309,CUST00718,Defective,Drawer doesn't close flush - frame is warped.,2025-03-09 03:22:39.000000,Refunded,75.96,13.04,Used
RET0000910,ORD0002208,OI0004769,SKU00181,CUST00718,Too light,Pale compared to the product photography.,2025-12-04 18:41:28.000000,Received,295.63,14.0,Unused
RET0000911,ORD0002208,OI0004770,SKU00050,CUST00718,Difficult assembly,Need three hands to hold pieces while screwing.,2025-11-21 18:41:28.000000,Processing,397.53,22.81,Unused
RET0000912,ORD0002209,OI0004772,SKU00358,CUST00719,Too light,Wood tone is much lighter than the rich warm color shown.,2025-04-19 23:42:58.000000,Inspected,1501.55,8.52,Unused
RET0000913,ORD0002212,OI0004776,SKU00006,CUST00720,Damaged upon arrival,One of the legs is bent and won't attach properly.,2025-01-23 18:31:55.000000,Inspected,123.2,13.18,Damaged
RET0000914,ORD0002212,OI0004779,SKU00220,CUST00720,Difficult assembly,Instructions were just bad diagrams with no text.,2025-01-21 18:31:55.000000,Refunded,174.57,9.24,Used
RET0000915,ORD0002213,OI0004782,SKU00184,CUST00720,Too light,Piece almost disappears because it's so light.,2024-09-16 12:57:24.000000,Refunded,172.29,12.04,Used
RET0000916,ORD0002216,OI0004785,SKU00251,CUST00721,Too dark,In evening lighting it's almost black.,2025-05-14 20:56:22.000000,Refunded,74.92,18.14,Unused
RET0000917,ORD0002218,OI0004792,SKU00289,CUST00721,Not as described,Photos show a warm honey tone but it's very orange-yellow.,2026-04-07 08:49:38.000000,Processing,234.16,8.05,Unused
RET0000918,ORD0002218,OI0004793,SKU00043,CUST00721,Difficult assembly,Need three hands to hold pieces while screwing.,2026-03-31 21:57:13.310801,Refunded,367.5,16.6,Unused
RET0000919,ORD0002220,OI0004799,SKU00235,CUST00722,Defective,Drawer doesn't close flush - frame is warped.,2025-06-10 18:26:05.000000,Inspected,638.34,12.81,Used
RET0000920,ORD0002224,OI0004804,SKU00211,CUST00724,Too dark,Much more moody and dark in person.,2025-11-19 04:12:34.000000,Refunded,812.22,9.72,Unused
RET0000921,ORD0002225,OI0004808,SKU00363,CUST00724,Defective,One leg is shorter so the table wobbles.,2025-03-12 03:40:43.000000,Processing,92.16,15.04,Used
RET0000922,ORD0002228,OI0004811,SKU00217,CUST00725,Damaged upon arrival,Glass component was shattered inside the box.,2025-08-22 08:58:29.000000,Processing,64.45,18.07,Damaged
RET0000923,ORD0002228,OI0004812,SKU00206,CUST00725,Difficult assembly,Pieces were labeled wrong - had to reassemble multiple times.,2025-08-15 08:58:29.000000,Received,123.64,25.7,Used
RET0000924,ORD0002234,OI0004822,SKU00223,CUST00726,Too light,Finish is practically white-washed.,2024-07-12 02:59:42.000000,Refunded,153.1,10.54,Unused
RET0000925,ORD0002235,OI0004824,SKU00344,CUST00727,Defective,One leg is shorter so the table wobbles.,2024-06-25 15:01:26.000000,Received,301.6,28.5,Used
RET0000926,ORD0002238,OI0004829,SKU00235,CUST00728,Damaged upon arrival,Paint is chipped off in several places.,2024-12-06 01:33:34.000000,Refunded,638.34,24.02,Damaged
RET0000927,ORD0002245,OI0004841,SKU00026,CUST00730,Difficult assembly,Holes for cam locks were drilled too shallow.,2025-10-25 04:34:45.000000,Inspected,256.91,14.96,Unused
RET0000928,ORD0002247,OI0004845,SKU00293,CUST00730,Quality didn't meet expectations,Construction feels flimsy and unstable.,2025-02-05 11:44:31.000000,Received,139.49,19.52,Used
RET0000929,ORD0002248,OI0004846,SKU00364,CUST00730,Defective,One leg is shorter so the table wobbles.,2025-04-05 17:31:56.000000,Refunded,113.21,21.96,Unused
RET0000930,ORD0002248,OI0004848,SKU00162,CUST00730,Damaged upon arrival,Glass component was shattered inside the box.,2025-04-07 17:31:56.000000,Inspected,127.07,22.96,Damaged
RET0000931,ORD0002248,OI0004849,SKU00020,CUST00730,Defective,Light socket is faulty - bulb flickers.,2025-04-10 17:31:56.000000,Refunded,45.07,15.31,Used
RET0000932,ORD0002250,OI0004854,SKU00332,CUST00731,Defective,Light socket is faulty - bulb flickers.,2025-11-04 23:14:01.000000,Received,100.65,22.13,Used
RET0000933,ORD0002250,OI0004855,SKU00155,CUST00731,Difficult assembly,Instructions were just bad diagrams with no text.,2025-11-21 23:14:01.000000,Refunded,227.14,28.08,Used
RET0000934,ORD0002250,OI0004856,SKU00040,CUST00731,Too dark,Much more moody and dark in person.,2025-11-11 23:14:01.000000,Refunded,149.97,28.87,Unused
RET0000935,ORD0002251,OI0004857,SKU00225,CUST00731,Damaged upon arrival,One of the legs is bent and won't attach properly.,2026-03-02 05:05:59.000000,Inspected,145.97,24.9,Damaged
RET0000936,ORD0002252,OI0004861,SKU00312,CUST00731,Not as described,Measurements online are wrong - about 3 inches narrower.,2026-03-27 12:01:18.000000,Refunded,142.32,14.05,Used
RET0000937,ORD0002252,OI0004862,SKU00329,CUST00731,Too dark,Finish is at least two shades darker than shown.,2026-04-06 12:01:18.000000,Inspected,349.04,24.21,Unused
RET0000938,ORD0002254,OI0004867,SKU00322,CUST00731,Quality didn't meet expectations,Construction feels flimsy and unstable.,2025-08-09 00:05:37.000000,Received,952.42,16.97,Unused
RET0000939,ORD0002256,OI0004871,SKU00347,CUST00732,Too dark,Much more moody and dark in person.,2024-11-27 16:30:51.000000,Inspected,524.91,28.15,Used
RET0000940,ORD0002258,OI0004876,SKU00026,CUST00732,Color mismatch,The navy I received is practically black.,2026-01-03 04:38:50.000000,Received,230.91,17.81,Unused
RET0000941,ORD0002259,OI0004878,SKU00289,CUST00733,Not as described,Photos show a warm honey tone but it's very orange-yellow.,2024-06-05 23:39:47.000000,Refunded,221.83,29.01,Used
RET0000942,ORD0002259,OI0004879,SKU00411,CUST00733,Difficult assembly,Need three hands to hold pieces while screwing.,2024-06-03 23:39:47.000000,Processing,137.83,22.16,Used
RET0000943,ORD0002260,OI0004880,SKU00110,CUST00733,Defective,Pre-drilled holes don't line up with hardware.,2024-06-29 17:18:00.000000,Inspected,23.52,21.44,Unused
RET0000944,ORD0002260,OI0004881,SKU00032,CUST00733,Quality didn't meet expectations,Construction feels flimsy and unstable.,2024-06-20 17:18:00.000000,Refunded,726.25,20.25,Unused
RET0000945,ORD0002261,OI0004883,SKU00367,CUST00734,Damaged upon arrival,Paint is chipped off in several places.,2025-10-10 18:12:21.000000,Refunded,126.68,16.01,Damaged
RET0000946,ORD0002263,OI0004889,SKU00206,CUST00735,Too dark,Finish is at least two shades darker than shown.,2025-02-26 22:44:20.000000,Refunded,94.81,26.17,Unused
RET0000947,ORD0002267,OI0004896,SKU00328,CUST00736,Too dark,This piece absorbs what little light there is. Makes the corner feel like a cave.,2025-12-06 21:32:34.000000,Refunded,147.24,23.81,Used
RET0000948,ORD0002270,OI0004907,SKU00190,CUST00737,Difficult assembly,Holes for cam locks were drilled too shallow.,2024-05-10 14:56:04.000000,Refunded,101.67,12.14,Used
RET0000949,ORD0002273,OI0004912,SKU00076,CUST00738,Defective,One leg is shorter so the table wobbles.,2025-08-19 08:24:40.000000,Received,198.26,17.07,Unused
RET0000950,ORD0002274,OI0004916,SKU00196,CUST00739,Color mismatch,The navy I received is practically black.,2025-10-10 02:55:26.000000,Inspected,106.3,11.11,Unused
RET0000951,ORD0002275,OI0004917,SKU00161,CUST00740,Not as described,Shown with decorative pillows that weren't included.,2025-12-15 07:08:31.000000,Processing,70.24,21.02,Unused
RET0000952,ORD0002276,OI0004921,SKU00321,CUST00741,Quality didn't meet expectations,Cushions losing shape after just a month.,2025-04-01 18:33:53.000000,Received,65.41,25.75,Unused
RET0000953,ORD0002279,OI0004926,SKU00272,CUST00742,Damaged upon arrival,Paint is chipped off in several places.,2024-06-20 15:45:07.000000,Received,203.81,23.3,Damaged
RET0000954,ORD0002280,OI0004929,SKU00029,CUST00742,Too light,Piece almost disappears because it's so light.,2024-10-25 17:42:14.000000,Refunded,72.74,19.57,Used
